date,sales,unemployment,temperature,facebook_newsfeed_spend,facebook_newsfeed_impressions,youtube_brand_spend,youtube_brand_impressions,search_spend,search_clicks,youtube_performance_spend,youtube_performance_impressions,newspaper_spend,newspaper_readership,tv_spend,tv_gross_rating_points,cpi
8/30/19,1066912.99,3.7,49.40625691,10361.08052,9555959,24661.03715,10504389,25351.91276,12098,27970.60756,6750455,11967.42469,837559,16279.64752,1038301,256.179
8/31/19,1065054.505,3.7,46.08008638,11223.69456,11205827,24601.99854,11628200,24238.15416,11264,32139.90286,7828613,11948.2547,1038016,19426.14656,1067527,256.179
9/1/19,1064826.622,3.5,53.08659348,11530.8977,10124109,22629.68038,10060799,23016.92643,9890,36406.53786,8828351,11920.82636,1045019,18902.20026,1212795,256.596
9/2/19,1080350.105,3.5,44.43896631,10419.8579,9235082,25667.25764,13095641,23785.11611,11081,29717.98293,7181051,12246.80755,1058055,20129.00368,1006457,256.596
9/3/19,1078197.216,3.5,49.91237246,11444.99482,10385822,26438.98518,11397026,23916.49346,10235,24699.11766,5893872,12005.32475,1634074,18708.86568,1000372,256.596
9/4/19,1073988.427,3.5,57.93242808,10728.921,9353037,24321.04743,11232093,20560.7092,8655,28550.53282,6904118,12097.6813,1257053,18644.79252,1242786,256.596
9/5/19,1097738.799,3.5,51.48002623,10753.90275,9905312,25427.70678,12362503,20755.80331,9742,34436.78583,8423185,12156.68831,960899,17231.57179,906076,256.596
9/6/19,1067737.097,3.5,69.05243913,10904.25419,11167850,23687.79087,10974537,24986.66061,10994,20877.31985,5091143,12456.79903,1347005,20138.38891,1030006,256.596
9/7/19,1086133.747,3.5,53.69037503,10486.39604,10652921,28396.81151,12262314,19333.50599,8419,25754.43385,6290862,11821.11685,821398,17186.42966,1146813,256.596
9/8/19,1084634.128,3.5,70.4387161,10893.21627,9855851,22090.29043,10200516,23247.77026,11066,25847.02027,6279003,12013.62324,869404,18274.08389,1155276,256.596
9/9/19,1066126.57,3.5,52.13720337,10794.566,9831096,24484.76816,11054310,24181.10899,11425,0,0,0,0,15002.40758,819629,256.596
9/10/19,1049163.963,3.5,64.58106988,10804.77987,8437448,23083.73985,10100192,24609.52663,11139,0,0,0,0,17085.0205,759021,256.596
9/11/19,1055949.857,3.5,50.11837876,11010.04219,10442191,24502.31912,10905641,23015.07683,10034,0,0,0,0,21900.0319,1235252,256.596
9/12/19,1074429.35,3.5,69.9985806,11568.4355,11520896,23499.81365,10810031,19367.49443,7997,0,0,0,0,22744.12558,1776416,256.596
9/13/19,1075757.168,3.5,69.76396363,11209.94123,11359256,26015.76774,12517189,22190.26404,11219,0,0,0,0,17265.08409,1001224,256.596
9/14/19,1071277.716,3.5,61.9490031,11796.8836,11410025,23467.56955,10732383,24474.29991,10537,0,0,0,0,16606.98451,1232034,256.596
9/15/19,1063636.021,3.5,63.53474308,10947.52475,9617389,23432.9648,11241356,23971.69114,11768,0,0,0,0,20012.10291,1055281,256.596
9/16/19,1051271.79,3.5,71.00496306,10914.34029,7851947,22093.85424,9714469,24658.6262,11324,0,0,0,0,18734.24821,1053108,256.596
9/17/19,1052534.876,3.5,55.24045499,11215.90877,8381538,26031.69465,13396645,22659.75636,10005,0,0,0,0,20959.3254,1522290,256.596
9/18/19,1071902.835,3.5,72.45116146,10923.29881,10144314,21992.52933,11162478,25771.84293,11286,0,0,0,0,20264.82292,1494140,256.596
9/19/19,1082447.473,3.5,77.61720757,10336.12677,9802450,28762.3108,14817613,24776.03804,10784,0,0,0,0,19611.35364,1229968,256.596
9/20/19,1089361.035,3.5,62.85555915,10511.82345,10212674,25453.33373,14021775,23363.86656,10671,0,0,0,0,24632.10392,1758358,256.596
9/21/19,1068190.18,3.5,58.78516348,11654.69499,10330933,25441.56572,12582920,21831.23604,10055,0,0,0,0,15807.95799,1014972,256.596
9/22/19,1079179.783,3.5,69.36277855,11557.59186,12835621,24413.97466,11501434,26487.15515,11350,0,0,0,0,19020.25685,1121646,256.596
9/23/19,1107143.418,3.5,69.08505933,11304.17404,10461161,30202.59507,15265575,20214.89081,8471,23734.91168,5809489,12219.24063,1037508,16603.00523,1041206,256.596
9/24/19,1083789.026,3.5,72.69812229,11282.76327,10037537,25651.19276,12165889,25463.1123,12846,31971.97974,7946356,11954.45341,747319,19151.56077,902868,256.596
9/25/19,1077026.486,3.5,71.66099706,10629.54407,10011188,25634.60535,13952133,24156.77398,10763,28298.70259,6775631,11940.87951,1187620,20197.09211,1116331,256.596
9/26/19,1082696.249,3.5,87.04381326,11514.18499,12570887,20883.69796,10253086,23277.55221,11071,24335.87365,5873912,12024.47841,1045790,18994.12169,1204708,256.596
9/27/19,1088474.01,3.5,66.56871821,11163.5548,10093590,22000.58537,10982576,25195.45075,11778,22306.70153,5423170,11751.49228,832038,19422.95845,1057978,256.596
9/28/19,1063837.916,3.5,66.11666844,10554.97916,9812417,23758.10019,11088546,21853.77633,9411,28289.60402,6780860,12086.96494,769252,19493.92519,1003569,256.596
9/29/19,1060961.986,3.5,79.16942305,10896.42409,10464766,25309.67168,11767682,24437.78607,11220,19025.80807,4667639,11766.33242,886888,0,0,256.596
9/30/19,1043632.095,3.5,62.41653726,10637.79363,8904926,23054.05675,11000838,21071.59194,9436,21926.24756,5445870,12398.26071,908318,0,0,256.596
10/1/19,1064756.136,3.6,63.57398744,10591.5431,8878124,23396.11362,11165704,17950.42887,8714,31177.47159,7514864,12376.11183,1097300,0,0,257.305
10/2/19,1076795.335,3.6,83.17791882,10586.58718,8190380,21865.83052,10204608,20590.47762,9045,25478.07571,6328822,11815.7742,908457,0,0,257.305
10/3/19,1082971.184,3.6,87.07982542,10881.4116,8439346,25686.84198,12513152,22080.89894,10030,31250.91919,7686798,11981.46746,948571,0,0,257.305
10/4/19,1068120.883,3.6,66.0648175,10297.53537,9095938,24109.31006,11737050,27381.90976,12531,23872.63458,5649042,12130.80208,1003474,0,0,257.305
10/5/19,1085994.47,3.6,77.53798509,11258.06138,9174754,22149.09903,11187188,21598.83568,9425,27858.83497,6716036,12217.85919,905339,0,0,257.305
10/6/19,1079819.992,3.6,67.95466862,11195.51268,10650084,23930.19002,12334734,20954.72875,9261,24323.77231,5754463,12133.09648,802221,0,0,257.305
10/7/19,1080550.579,3.6,84.48225575,10581.10257,10817376,24696.40595,10894551,21692.72162,9554,0,0,11891.09016,879334,0,0,257.305
10/8/19,1069393.984,3.6,79.58268,11509.82027,8724169,23098.6188,11761630,19231.67937,8654,0,0,12091.98038,860992,0,0,257.305
10/9/19,1110915.708,3.6,76.33156067,11051.9379,11580759,21716.90156,9391007,23399.55559,10691,0,0,12209.96028,908837,0,0,257.305
10/10/19,1082695.141,3.6,60.68954233,11088.36074,10767391,27783.04846,12421991,24057.3634,10476,0,0,11678.39214,1062803,0,0,257.305
10/11/19,1078560.835,3.6,54.54826802,11231.98879,10481124,24875.76767,11065890,23012.4475,10008,0,0,12074.58497,1107677,0,0,257.305
10/12/19,1077172.016,3.6,62.32644993,11126.3441,9555225,24556.92441,12457697,22628.98933,9528,0,0,12286.01209,1400308,0,0,257.305
10/13/19,1073725.708,3.6,71.61751214,11110.1568,10631064,24675.53596,11053538,23736.40141,10699,0,0,11365.94355,1164728,0,0,257.305
10/14/19,1081828.504,3.6,75.80811284,10885.39334,10923112,25673.69064,13281595,25046.06188,11568,0,0,12143.88809,1066473,0,0,257.305
10/15/19,1088185.589,3.6,67.36518999,11082.53634,10300463,27163.35452,11690483,25161.63319,12139,0,0,12061.31382,1125820,0,0,257.305
10/16/19,1088333.467,3.6,67.04944712,11279.82767,10306222,27060.38636,11748412,25899.26024,11550,0,0,12335.69186,1071012,0,0,257.305
10/17/19,1098446.391,3.6,70.10793993,11186.91727,11614549,24293.14171,12514238,21628.3356,9888,0,0,12260.10523,1085574,0,0,257.305
10/18/19,1089975.703,3.6,65.19174569,10653.42207,9481556,27150.76339,13680794,20437.61896,8998,0,0,12074.09587,986380,0,0,257.305
10/19/19,1059284.428,3.6,68.60677086,11354.02004,9447335,24569.35504,11692829,21411.82001,10178,0,0,12110.756,1035032,0,0,257.305
10/20/19,1105301.968,3.6,56.28737347,10937.68482,11272535,25367.11786,12687060,19201.67098,9339,0,0,12269.84911,860300,0,0,257.305
10/21/19,1069803.878,3.6,62.12359914,10621.70871,9033892,26901.13564,12801313,20516.72551,9209,23711.43848,5940969,0,0,0,0,257.305
10/22/19,1103440.418,3.6,46.25392194,10894.59607,9346552,27167.10193,14022280,24025.98636,10403,31356.97863,7460450,0,0,0,0,257.305
10/23/19,1082005.592,3.6,62.920484,10274.37992,10405947,22010.14096,10187868,23827.52957,10834,24136.25561,5685802,0,0,0,0,257.305
10/24/19,1067003.904,3.6,43.96459091,11183.60198,9988149,23712.13444,10913294,17884.30335,8335,20476.70038,4903533,0,0,0,0,257.305
10/25/19,1083770.488,3.6,49.86265878,11732.34624,10313782,27857.59503,13670021,21878.00724,9408,25479.33948,6380611,0,0,0,0,257.305
10/26/19,1079941.576,3.6,53.58975318,11072.77392,8977271,24225.1805,10712001,24008.70285,10861,27633.79984,6865211,0,0,0,0,257.305
10/27/19,1069614.11,3.6,68.68929506,11243.32077,11094030,24858.34596,13660405,26406.76565,11884,31371.8277,7599941,0,0,0,0,257.305
10/28/19,1082476.925,3.6,69.98961537,10803.07057,10237253,24861.67153,11971499,25703.09432,10901,24754.71806,5969745,0,0,0,0,257.305
10/29/19,1062081.361,3.6,44.19950255,10616.57537,9998507,24799.80755,11611348,22086.51391,10526,30272.5716,7160728,0,0,17166.28493,925742,257.305
10/30/19,1105959.227,3.6,60.18431658,10740.92955,8964666,25668.71465,13065013,26446.1079,11641,23228.21845,5704958,0,0,15457.91354,1049298,257.305
10/31/19,1075580.17,3.6,45.30546959,10875.05139,10536155,22350.64593,11123510,19035.11641,7736,22690.54946,5696771,0,0,19612.84337,1244237,257.305
11/1/19,1114494.082,3.6,61.13998422,11191.63168,11740554,26560.04694,14343010,25992.71484,12030,27234.40235,6736801,0,0,21142.2054,1604582,257.788
11/2/19,1069914.779,3.6,49.00686636,11272.41131,9731169,23425.80606,11188585,24734.61823,10284,28085.44588,6883421,0,0,22100.57608,1187512,257.788
11/3/19,1088992.057,3.6,64.9327078,11034.27416,11030098,23826.16637,11034968,22431.19401,9893,33524.90691,8287615,0,0,23276.08171,1269755,257.788
11/4/19,1080516.065,3.6,71.29937094,10987.97629,10521662,23909.06825,9804006,27208.99972,11811,0,0,11843.0125,913340,21237.4748,1572767,257.788
11/5/19,1084149.978,3.6,59.33195508,11207.01055,10319980,26524.95761,12143746,23337.27782,10151,0,0,11944.3634,1093928,20450.83194,1519599,257.788
11/6/19,1068367.993,3.6,54.46777057,10881.29066,10220433,25128.06631,11322487,23375.98286,10073,0,0,11917.8734,928862,21548.08782,1565666,257.788
11/7/19,1101885.422,3.6,54.18678276,11053.52833,10985507,25256.38288,13806758,24564.68213,10955,0,0,11796.14354,1201525,20009.30523,1446095,257.788
11/8/19,1063887.042,3.6,62.93808149,11346.9583,9795161,26211.20059,13351984,19535.01632,9108,0,0,12092.76497,988775,20710.87108,1151688,257.788
11/9/19,1085849.07,3.6,82.21018102,10908.53952,10979306,25789.85968,12056316,21233.24804,8866,0,0,12015.91322,788105,18465.65078,1175618,257.788
11/10/19,1100526.27,3.6,70.39288263,10886.55395,10821946,23927.56789,11774803,22972.43637,11012,0,0,12279.01266,1308416,18317.3308,1259736,257.788
11/11/19,1079524.945,3.6,65.97952182,10992.80477,9299427,25565.33243,10269242,24012.30445,10424,0,0,11566.48462,1333475,20593.43912,1470908,257.788
11/12/19,1089773.767,3.6,66.41096698,10979.71829,9235282,24994.31276,14034608,22000.06931,11285,0,0,11813.64822,771223,19975.73217,1180338,257.788
11/13/19,1110359.743,3.6,69.28205793,10939.62101,9081465,25412.37621,12383257,21608.76591,9319,0,0,11783.1076,1042034,21414.57954,1692833,257.788
11/14/19,1081619.744,3.6,59.94849433,11091.9834,10487284,22236.76852,10660110,22444.36329,9646,0,0,12501.95845,1191131,20040.87357,1307386,257.788
11/15/19,1082157.021,3.6,61.20462016,11527.0921,9620269,25032.86194,12679402,23545.96306,10670,0,0,12109.24405,959627,21196.28053,1304092,257.788
11/16/19,1087786.064,3.6,85.41304282,10288.03189,9453894,25213.03384,12668681,25499.74732,11032,0,0,11929.64997,984836,19772.60433,1122699,257.788
11/17/19,1107872.148,3.6,72.57720134,10949.56722,12030187,25447.28015,12114520,23915.03928,10847,0,0,11679.75039,837079,17355.42445,1397605,257.788
11/18/19,1082672.04,3.6,74.83105646,11458.91613,10004750,24401.95575,11960520,24530.57152,10195,27486.7749,6633072,12185.31381,1234123,19595.10508,1325771,257.788
11/19/19,1106584.916,3.6,73.18165092,11190.83759,10500623,26696.27014,12042283,23783.45472,10830,21684.96646,5349981,12342.02136,1099754,22787.71321,1098255,257.788
11/20/19,1102849.473,3.6,81.65813922,10897.76391,9456753,27987.0455,14448714,21905.59863,9355,22902.3527,5586604,11813.37189,1079754,21531.4429,1301337,257.788
11/21/19,1103931.493,3.6,73.11393979,11037.04727,9976083,23693.65555,11879626,22064.41104,9855,24834.25235,5971464,11889.33181,942173,21575.8644,1479746,257.788
11/22/19,1092252.953,3.6,75.78512421,12003.9737,11406344,22326.23159,10920234,20785.95326,8658,22823.6343,5431368,12494.69629,791179,22233.24712,1380849,257.788
11/23/19,1122019.996,3.6,62.4167667,11162.78227,10636402,26642.16182,11150341,24571.02981,10626,22789.88854,5356033,12214.66484,1013977,19111.45627,1318535,257.788
11/24/19,1083364.161,3.6,69.23936784,11057.2679,10056753,24022.90772,12242156,21703.82249,9684,25637.09206,6324233,12002.91743,1395236,18591.5932,1226907,257.788
11/25/19,1082162.081,3.6,87.24057528,11165.60358,11075248,25514.4536,12352465,25147.95233,12621,18691.74268,4487953,12175.60811,987809,18898.64486,991174,257.788
11/26/19,1095039.839,3.6,85.72803227,11313.00645,9633760,25233.17844,13376556,23724.77102,10507,33435.29692,8230553,12425.59032,1085459,19188.18774,1139731,257.788
11/27/19,1080104.416,3.6,85.61049871,10960.08089,11526279,24761.00194,11182986,26831.30387,11722,21210.31913,5332595,11938.79285,862764,18994.87152,1060888,257.788
11/28/19,1106342.46,3.6,79.94919663,11312.15481,10471057,25935.85322,12163069,24106.89722,10452,28049.27921,6651641,12120.42494,1204401,19946.61326,1368187,257.788
11/29/19,1111437.25,3.6,77.8632344,10790.30096,9726235,22126.22466,10085677,22579.72025,9927,23104.31737,5500248,12113.03537,1405349,18260.8103,1070479,257.788
11/30/19,1117308.858,3.6,57.48058865,11042.4979,11445312,26062.02443,11624008,22181.37322,10014,28196.71546,6837916,12223.57304,1139620,19001.36327,1128856,257.788
12/1/19,1080511.138,3.6,58.27877554,10137.97123,9299564,23274.57213,11118896,23236.65996,10122,25323.2076,5835797,11668.62205,1037747,20233.00993,1247089,258.263
12/2/19,1089256.82,3.6,56.76034796,11436.0367,9641935,22509.61121,10431240,25148.37568,10528,0,0,0,0,21169.42903,1205263,258.263
12/3/19,1090916.993,3.6,73.44678586,11292.20138,11013023,26291.46164,12440565,23078.85634,10624,0,0,0,0,19725.53971,973778,258.263
12/4/19,1066846.469,3.6,76.18719809,11342.98988,11351772,24321.12439,11640318,22681.32429,10114,0,0,0,0,19156.81832,1203793,258.263
12/5/19,1093186.476,3.6,60.97538046,11504.91065,10366528,24587.19918,11502787,18426.23207,7682,0,0,0,0,21050.02387,1360455,258.263
12/6/19,1088273.714,3.6,53.65694978,11122.71417,11789246,25259.45057,13113387,22345.91492,10336,0,0,0,0,21607.70096,1280283,258.263
12/7/19,1099743.847,3.6,57.92759928,11076.73082,11460353,28111.30677,13556004,23148.78095,9764,0,0,0,0,19525.31723,1463821,258.263
12/8/19,1090700.96,3.6,60.57463476,11207.94801,10439273,26585.60549,11823954,24584.88197,10463,0,0,0,0,20751.55248,1645903,258.263
12/9/19,1077192.882,3.6,71.02145185,10614.30569,10157219,22725.25719,9766780,23473.35556,11354,0,0,0,0,17803.62069,1206656,258.263
12/10/19,1050397.975,3.6,46.72754049,10257.94659,7412042,24596.98236,12018038,25466.32053,11892,0,0,0,0,20576.85488,1021698,258.263
12/11/19,1092398.351,3.6,46.90051794,10655.47093,9434391,22955.27016,11227517,25062.34388,12155,0,0,0,0,21524.11324,1698877,258.263
12/12/19,1098504.958,3.6,64.31234406,10662.80743,9573405,23352.40231,10362659,24866.76809,9882,0,0,0,0,19040.76695,1402027,258.263
12/13/19,1064976.616,3.6,51.21514399,11158.11422,9303421,25482.92413,11519799,24186.03423,10102,0,0,0,0,16594.28997,929568,258.263
12/14/19,1077514.239,3.6,62.58224117,10438.07278,9789885,25195.34235,12022324,24583.6782,11206,0,0,0,0,19565.0951,1102745,258.263
12/15/19,1076984.364,3.6,48.59108193,10459.65866,11238894,22392.10573,11346674,19097.23937,8764,0,0,0,0,18416.699,976902,258.263
12/16/19,1074145.389,3.6,53.01738412,10767.06716,9933557,24421.58092,10851894,25813.70222,11627,26289.68331,6339310,11848.77372,842279,20569.15433,1096915,258.263
12/17/19,1090555.494,3.6,56.28152075,11318.61685,10181688,26181.7638,12959736,25344.19183,11092,26552.97701,6361115,12008.47676,941308,20608.65978,1141437,258.263
12/18/19,1060996.798,3.6,68.58371943,10974.62353,10894139,26891.32388,13482314,26198.26818,11491,25667.23903,6150595,12211.44686,954819,19931.96673,1086860,258.263
12/19/19,1076207.353,3.6,44.23350078,10896.61366,9885652,22445.79598,10531093,22876.43744,10006,24456.62938,5949588,11669.25193,930271,18997.45717,1114098,258.263
12/20/19,1084849.206,3.6,51.6301296,11185.39168,10544819,24609.14872,11115744,24427.5023,10287,26593.27481,6315013,12271.48201,1204311,20593.49856,1156209,258.263
12/21/19,1084367.28,3.6,50.45595585,11168.05083,9447263,25404.27714,11680381,18601.46818,7919,21073.59973,5102616,11773.72886,964156,20931.21055,1214390,258.263
